type,pdf,page,codice_fs,numero_documento,descrizione_pdf,descrizione_program
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,228,725/460,EC03P023221B06,Connettore circolare fisso 6 poli size 40 (Van-System cod. C1200-03812C),Connettore circolare fisso 6 poli size 40 (Van-System
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,228,725/459,EC03P023221B05,Connettore circolare fisso 6 poli size 40 (Van-System cod. C1200-03812),Connettore circolare fisso 6 poli size 40 (Van-System
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,228,,EC03P017629B31,Custodia taglia 24 con taglio posteriore (Harting 64 30 429 0001 01),Custodia taglia 24 con taglio posteriore (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,228,720/867,,Relè 110Vcc a temporizzazione fissa (2 sec.) (A.M.R.A. cod. TMM4Z02),Relè 110Vcc a temporizzazione fissa (2 sec.)
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,228,720/865,,"Relè RDGR 110Vcc 4 contatti, zoccolo PAIR160 (A.M.R.A. cod. RDGR78-C110-GG)","Relè RDGR 110Vcc 4 contatti, zoccolo PAIR160"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,725/423,,Connettore circolare maschio 19 poli size 16 orientamento N (Van-System serie KVBS),Connettore circolare maschio 19 poli size 16 orientamento
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,725/428,,Connettore circolare maschio 70 poli size 16 orientamento N (Van-System serie KVBS),Connettore circolare maschio 70 poli size 16 orientamento
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,725/429,,Connettore circolare maschio 70 poli size 16 orientamento W (Van-System cod. KVBS030RT40A70PW LC,Connettore circolare maschio 70 poli size 16 orientamento
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,725/430,,Connettore circolare maschio 70 poli size 16 orientamento X (Van-System cod. KVBS030RT40A70PX LC,Connettore circolare maschio 70 poli size 16 orientamento
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,725/432,,Connettore circolare maschio 70 poli size 16 orientamento Z (Van-System cod. KVBS030RT40A70PZ LC,Connettore circolare maschio 70 poli size 16 orientamento
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,725/444,EC030003711P02,Connettore circolare fisso maschio 38 poli size System cod. C1200-04091),Connettore circolare fisso maschio 38 poli size
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,,EC03N000149B160,Modulo femmina Han Quintax (Harting cod. 09 3101),Modulo femmina Han Quintax (Harting cod. 09
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,,EC03N000149B162,Inserto femmina Han D Quintax 4 poli (Harting 004 3113),Inserto femmina Han D Quintax 4 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,563/954,EC03N000149B327,Inserto femmina Han DDD 17 poli (Harting cod. 3101),Inserto femmina Han DDD 17 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,720/864,,"Relè RCGR 110Vcc 2 contatti, zoccolo PAIR080 (A.M.R.A. cod. RCGR78-C110-G)","Relè RCGR 110Vcc 2 contatti, zoccolo PAIR080"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,,EC03P000122B03,Connettore volante M12 maschio 4 poli (Harting 03 881 1405),Connettore volante M12 maschio 4 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,,EC03P006671B06,Connettore D-SUB maschio 2 poli (Harting cod. 0022),Connettore D-SUB maschio 2 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,,EC03P006671B13,Custodia di plastica D-SUB 9 poli 2W2C (Conec X 13369 X),Custodia di plastica D-SUB 9 poli 2W2C (Conec
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,,EC03P006671B15,Pressacavo per D-SUB 9/15 poli (Conec cod. 795907600),Pressacavo per D-SUB 9/15 poli (Conec cod. 795-
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,720/856,EC03P016294B01,Connettore rettangolare da pannello maschio 39 (Van-System cod. CV010116 2-39P),Connettore rettangolare da pannello maschio 39
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,230,720/858,EC03P016294B03,Connettore volante femmina 39 poli (Van-System CV010116 6-39S B),Connettore volante femmina 39 poli (Van-System
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,232,330/553,211EK22984B01,Interruttore magnetotermico unipolare curva S281-UC-C6-250Vcc-FS (ABB cod. 11864323),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,232,330/555,211EK22984B03,Interruttore magnetotermico unipolare curva S281-UC-C10-250Vcc-FS (ABB cod. 11864325),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,232,330/558,211EK22984B06,Interruttore magnetotermico unipolare curva S281-UC-C25-250Vcc-FS (ABB cod. 11864328),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,232,330/544,211EK22984B114,Interruttore magnetotermico unipolare curva S281-UC-FS-C3 (ABB cod. 11864378),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,232,330/594,211EK22984B14,Interruttore magnetotermico unipolare curva S281-UC-K3-250Vcc-FS (ABB cod. 11864314),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,232,330/466,211EK22984B15,Interruttore magnetotermico unipolare curva S281-UC-K6-250Vcc-FS (ABB cod. 11864315),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,232,330/368,211EK22984B18,Interruttore magnetotermico unipolare curva S281-UC-K16-250Vcc-FS (ABB cod. 11864318),Interruttore magnetotermico unipolare curva
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,232,330/936,211EK22984BA2,Contatto ausiliario 1NA+1NC tipo S2-H11-FS/MM cod. 11200320),Contatto ausiliario 1NA+1NC tipo S2-H11-FS/MM
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,232,,211NU50191B02,Connettore di alimentazione volante a 3 vie (Connei cod. CEA03P000),Connettore di alimentazione volante a 3 vie (Connei
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,232,313/620,211NU50228B34,Connettore volante femmina 6 poli (TE Connectivity cod. 178289-3),Connettore volante femmina 6 poli (TE Connectivity
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,232,725/386,211VD01011B1204,"Relè monostabile istantaneo, tempo fisso 2 secondi (A.M.R.A. cod. UTMRZ01-C110-02S)","Relè monostabile istantaneo, tempo fisso 2 secondi"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,234,549/973,,Connettore D-SUB femmina 9 poli (Harting cod. 009 4701),Connettore D-SUB femmina 9 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,234,549/974,,Connettore D-SUB maschio 9 poli (Harting cod. 009 5601),Connettore D-SUB maschio 9 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,234,,,Custodia 25 poli passo 4-40 (Harting cod. 61 0017),Custodia 25 poli passo 4-40 (Harting cod. 61
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,234,720/849,,Connettore D-SUB femmina 25 poli (Harting 67 025 4701),Connettore D-SUB femmina 25 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,234,,,Custodia 9 poli passo 4-40 (Harting cod. 61 0010),Custodia 9 poli passo 4-40 (Harting cod. 61
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,234,725/383,EC03P016864B10,Contattore tripolare con 1 contatto ausiliario cod. AF016ZB3010RT22),Contattore tripolare con 1 contatto ausiliario
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,234,725/460,EC03P023221B06,Connettore circolare fisso 6 poli size 40 (Van-System cod. C1200-03812C),Connettore circolare fisso 6 poli size 40 (Van-System
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,234,725/459,EC03P023221B05,Connettore circolare fisso 6 poli size 40 (Van-System cod. C1200-03812),Connettore circolare fisso 6 poli size 40 (Van-System
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,234,,EC03P017629B31,Custodia taglia 24 con taglio posteriore (Harting 64 30 429 0001 01),Custodia taglia 24 con taglio posteriore (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,234,720/867,,Relè 110Vcc a temporizzazione fissa (2 sec.) (A.M.R.A. cod. TMM4Z02),Relè 110Vcc a temporizzazione fissa (2 sec.)
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,234,720/865,,"Relè RDGR 110Vcc 4 contatti, zoccolo PAIR160 (A.M.R.A. cod. RDGR78-C110-GG)","Relè RDGR 110Vcc 4 contatti, zoccolo PAIR160"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,725/423,,Connettore circolare maschio 19 poli size 16 orientamento N (Van-System serie KVBS),Connettore circolare maschio 19 poli size 16 orientamento
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,725/428,,Connettore circolare maschio 70 poli size 16 orientamento N (Van-System serie KVBS),Connettore circolare maschio 70 poli size 16 orientamento
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,725/429,,Connettore circolare maschio 70 poli size 16 orientamento W (Van-System cod. KVBS030RT40A70PW LC,Connettore circolare maschio 70 poli size 16 orientamento
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,725/430,,Connettore circolare maschio 70 poli size 16 orientamento X (Van-System cod. KVBS030RT40A70PX LC,Connettore circolare maschio 70 poli size 16 orientamento
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,725/432,,Connettore circolare maschio 70 poli size 16 orientamento Z (Van-System cod. KVBS030RT40A70PZ LC,Connettore circolare maschio 70 poli size 16 orientamento
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,725/444,EC030003711P02,Connettore circolare fisso maschio 38 poli size System cod. C1200-04091),Connettore circolare fisso maschio 38 poli size
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,,EC03N000149B160,Modulo femmina Han Quintax (Harting cod. 09 3101),Modulo femmina Han Quintax (Harting cod. 09
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,,EC03N000149B162,Inserto femmina Han D Quintax 4 poli (Harting 004 3113),Inserto femmina Han D Quintax 4 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,563/954,EC03N000149B327,Inserto femmina Han DDD 17 poli (Harting cod. 3101),Inserto femmina Han DDD 17 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,720/864,,"Relè RCGR 110Vcc 2 contatti, zoccolo PAIR080 (A.M.R.A. cod. RCGR78-C110-G)","Relè RCGR 110Vcc 2 contatti, zoccolo PAIR080"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,,EC03P000122B03,Connettore volante M12 maschio 4 poli (Harting 03 881 1405),Connettore volante M12 maschio 4 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,,EC03P006671B06,Connettore D-SUB maschio 2 poli (Harting cod. 0022),Connettore D-SUB maschio 2 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,,EC03P006671B13,Custodia di plastica D-SUB 9 poli 2W2C (Conec X 13369 X),Custodia di plastica D-SUB 9 poli 2W2C (Conec
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,,EC03P006671B15,Pressacavo per D-SUB 9/15 poli (Conec cod. 795907600),Pressacavo per D-SUB 9/15 poli (Conec cod. 795-
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,720/856,EC03P016294B01,Connettore rettangolare da pannello maschio 39 (Van-System cod. CV010116 2-39P),Connettore rettangolare da pannello maschio 39
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,236,720/858,EC03P016294B03,Connettore volante femmina 39 poli (Van-System CV010116 6-39S B),Connettore volante femmina 39 poli (Van-System
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,244,313/672,211EU22392B01,Connettore rettangolare femmina 48 poli DIN (Harting cod. 09 06 248 3201),Connettore rettangolare femmina 48 poli DIN
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,244,720/857,,Connettore rettangolare volante femmina 39 poli System cod. CV010116 6-39S A),Connettore rettangolare volante femmina 39 poli
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,254,330/657,211EK22984B71,Interruttore magnetotermico tripolare curva K S283-K16-250Vcc-FS (ABB cod. 11866278),Interruttore magnetotermico tripolare curva K
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,254,330/936,211EK22984BA2,Contatto ausiliario 1NA+1NC tipo S2-H11-FS/MM (ABB cod. 11200320),Contatto ausiliario 1NA+1NC tipo S2-H11-FS/MM
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,254,,211VJ01592B136,"Dado nichelato a filettatura metrica M40x1,5 46320 (Teaflex cod. DM40)","Dado nichelato a filettatura metrica M40x1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,254,,211VJ01592B137,"Dado nichelato a filettatura metrica M50x1,5 46320 (Teaflex cod. DM50)","Dado nichelato a filettatura metrica M50x1,5"
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,254,725/799,211VQ00960B45,Interruttore magnetotermico differenziale 16A S203M+DDA203_AC30 (ABB cod. S550451+B427925),Interruttore magnetotermico differenziale 16A
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,254,725/400,211VQ00960BB1,Bobina di apertura a lancio di corrente tipo S2C-A1 (ABB cod. A570992),Bobina di apertura a lancio di corrente tipo S2C-A1
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,254,725/423,,Connettore circolare maschio 19 poli size 16 orientamento N (Van-System serie KVBS),Connettore circolare maschio 19 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,254,725/425,,Connettore circolare maschio 19 poli size 16 orientamento W (Van-System serie KVBS),Connettore circolare maschio 19 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,254,725/428,,Connettore circolare maschio 70 poli size 16 orientamento N (Van-System serie KVBS),Connettore circolare maschio 70 poli size 16
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,254,725/436,EC030001265P03,Connettore fisso maschio con innesto a baionetta poli tipo 40A14 (Van-System cod. C1200-03898),Connettore fisso maschio con innesto a baionetta
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,256,725/456,,Connettore circolare quadripolare fisso maschio System cod. RF CVBS 030RT 40A-4P LC F16 S356),Connettore circolare quadripolare fisso maschio
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,256,725/457,,Connettore circolare quadripolare fisso maschio System cod. RF CVBS 030RT 40A-4PW LC S356),Connettore circolare quadripolare fisso maschio
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,256,720/859,,Interruttore magnetotermico tripolare curva C S800N con contatto ausiliario 1NA+1NC e 3 capicorda ad occhiello (ABB cod. S120461+A120681+A120824),Interruttore magnetotermico tripolare curva C
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,256,720/869,,Contattore tripolare ABB tipo AF30ZB-30-00RT22 2 contatti ausiliari NA tipo CA410,Contattore tripolare ABB tipo AF30ZB-30-00RT22
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,256,721/077,EC03P019994B04,Interruttore magnetotermico differenziale 16A DS201T C16 APR30 (ABB cod. 2CSR255488R1164),Interruttore magnetotermico differenziale 16A
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,256,700/834,EC03P019994BA0,Contatto ausiliario 1NA+1NC tipo S2C-H6R A563826),Contatto ausiliario 1NA+1NC tipo S2C-H6R
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,256,721/079,EC03P019994B01,Interruttore magnetotermico differenziale 6A DS201T C6 APR30 (ABB cod. 2CSR255448R1064),Interruttore magnetotermico differenziale 6A
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,,,,B01-1)
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,,,,B01-1)
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,549/973,,Connettore D-SUB femmina 9 poli (Harting 009 4701),Connettore D-SUB femmina 9 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,549/974,,Connettore D-SUB maschio 9 poli (Harting cod. 009 5601),Connettore D-SUB maschio 9 poli (Harting cod.
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,720/848,,Connettore D-SUB femmina 15 poli (Harting 67 015 4701),Connettore D-SUB femmina 15 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,,,Connettore D-SUB maschio 15 poli (Harting 67 015 5601),Connettore D-SUB maschio 15 poli (Harting
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,,,Custodia 9 poli passo 4-40 (Harting cod. 61 0010),Custodia 9 poli passo 4-40 (Harting cod. 61
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,,,Custodia 15 poli passo 4-40 (Harting cod. 61 0016),Custodia 15 poli passo 4-40 (Harting cod. 61
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,,,,B01-1)
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,,,,B01-1)
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,,,,B01-1)
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,,,Perno di codifica per connettore D-SUB (Inotec KOS-01),Perno di codifica per connettore D-SUB (Inotec
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,725/420,,Switch Ethernet 14 porte 0 bypass noPoE 110V Rail cod. NDS01CS026),Switch Ethernet 14 porte 0 bypass noPoE 110V
desc_diff,HTR412-HTR312-CPR-2.05.1286_impianto elettrico (ed. 03-2024)-compressed.pdf,266,,EC03P017932B03,Connettore TERA maschio 8 poli (Siemon cod. B01-1),Connettore TERA maschio 8 poli (Siemon cod.
